year,maker,model,color,trans,drivet,mileage,price,body_code
2016,Dodge,Durango R/T,Gray,Automatic,AWD,29303,33995,20217
2018,Hyundai,Santa Fe Sport 2.4L,White,Automatic,FWD,37036,15300,20217
2016,Mercedes-Benz,GLE 350,Black,Automatic,RWD,44565,27300,20217
2015,Jeep,Grand Cherokee Summit,Black,Automatic,4x4/4-wheel,52181,25995,20217
2016,Mercedes-Benz,GLC 300,Black,Automatic,RWD,16304,26500,20217
2016,Mercedes-Benz,GLC 300,Blue,Automatic,RWD,38779,25300,20217
2017,Jeep,Grand Cherokee Limited,White,Automatic,4x2/2-wheel,28844,31988,20217
2012,Dodge,Durango R/T,Black,Automatic,AWD,76738,20988,20217
2016,Toyota,Highlander XLE,Black,Automatic,AWD,35948,30185,20217
2018,Jeep,Cherokee Latitude,Silver,Automatic,4x4/4-wheel,44729,18000,20217
2016,Porsche,Cayenne E-Hybrid S,Blue,Automatic,AWD,31777,48288,20217
2018,Volkswagen,Atlas 3.6L SE,Gray,Automatic,AWD,30958,29999,20217
2018,Ford,Edge Titanium,Black,Automatic,FWD,33695,23996,20217
2019,Mercedes-Benz,GLE 400 Base 4MATIC,Black,Automatic,AWD,6654,53777,20217
2018,Volkswagen,Atlas 3.6L SE,Silver,Automatic,FWD,33384,24987,20217
2018,Ford,Edge SEL,Black,Automatic,FWD,32916,20849,20217
2017,Ford,Explorer XLT,Other,Automatic,4x4/4-wheel,44723,23199,20217
2018,Nissan,Rogue SV,Silver,CVT,FWD,35097,16399,20217
2018,Chevrolet,Equinox 1LT,Red,Automatic,FWD,47302,16449,20217
2018,BMW,X1 sDrive28i,Blue,Automatic,FWD,3128,28484,20217
2016,BMW,X5 xDrive35i,Gray,Automatic,AWD,40442,38981,20217
2017,Honda,HR-V EX,Blue,CVT,FWD,24390,18481,20217
2016,Ford,Edge Titanium,Black,Automatic,AWD,42642,23995,20217
2015,Mercedes-Benz,ML 350,Silver,Automatic,RWD,70678,20500,20217
2016,Audi,SQ5 Premium Plus,Gray,Automatic,AWD,41057,32995,20217
2016,Nissan,Murano Platinum,White,CVT,FWD,53440,23888,20217
2013,Honda,CR-V EX-L,Gray,Automatic,FWD,57123,16388,20217
2018,Nissan,Rogue Sport SV,Silver,CVT,AWD,6139,19973,20217
2012,MINI,Cooper S Countryman Base,Blue,Automatic,FWD,95528,8499,20217
2018,Subaru,Forester 2.5i Premium,Gray,CVT,AWD,30238,23891,20217
2018,Volkswagen,Tiguan 2.0T S,Blue,Automatic,FWD,10435,20250,20217
2016,Acura,MDX 3.5L,Red,Automatic,AWD,29269,28200,20217
2018,Chevrolet,Tahoe LT,Black,Automatic,RWD,7468,46100,20217
2018,Land,Rover Discovery Sport HSE,Black,Automatic,4x4/4-wheel,12139,34500,20217
2012,INFINITI,QX56 Base,Black,Automatic,RWD,90063,25600,20217
2017,Jeep,Grand Cherokee Limited,Black,Automatic,4x4/4-wheel,50339,24900,20217
2018,Chevrolet,Tahoe LT,Silver,Automatic,RWD,44834,37100,20217
2018,Ford,Explorer XLT,White,Automatic,FWD,6119,28200,20217
2014,Porsche,Cayenne S,White,Automatic,AWD,25831,36300,20217
2018,Nissan,Pathfinder SV,Black,CVT,FWD,40718,21100,20217
2017,Acura,MDX 3.5L w/Technology & Entertainment Pkgs,Gray,Automatic,AWD,21744,35700,20217
2017,Toyota,Highlander Limited,Black,Automatic,FWD,6466,36300,20217
2016,Nissan,Rogue S,Gray,CVT,AWD,35425,15600,20217
2016,Jeep,Compass Sport,Black,CVT,FWD,64893,14000,20217
2017,Audi,Q5 2.0T Premium Plus,Blue,Automatic,AWD,33117,29500,20217
2017,Jeep,Cherokee Overland,Black,Automatic,FWD,9879,25700,20217
2017,Jeep,Grand Cherokee Laredo,Green,Automatic,4x4/4-wheel,23839,27700,20217
2017,GMC,Acadia SLT-1,Black,Automatic,AWD,30956,28000,20217
2003,Honda,CR-V EX,Silver,Automatic,4x4/4-wheel,149000,5500,20217
2018,Nissan,Murano SV,Black,CVT,AWD,34409,22627,20217
2019,Nissan,Pathfinder SV,Black,CVT,4x4/4-wheel,10823,25398,20217
2016,Dodge,Durango R/T,Silver,Automatic,RWD,43886,29800,20217
2015,Toyota,4Runner Limited,Gray,Automatic,4x4/4-wheel,29250,34600,20217
2016,Audi,Q5 2.0T Premium Plus,Black,Automatic,AWD,30083,24800,20217
2017,Acura,MDX 3.5L w/Advance & Entertainment Pkgs,White,Automatic,AWD,24301,39000,20217
2017,Nissan,Pathfinder S,Blue,CVT,FWD,29710,21994,20217
2015,Ford,Explorer XLT,White,Automatic,4x4/4-wheel,52350,23998,20217
2017,Jeep,Cherokee Limited,Black,Automatic,FWD,46786,17998,20217
2014,Lincoln,Navigator,Black,Automatic,4x4/4-wheel,97179,21898,20217
2017,BMW,X5 M Base,White,Automatic,AWD,35217,69498,20217
2017,Toyota,RAV4 Platinum,Gray,Automatic,FWD,17525,28499,20217
2019,Nissan,Rogue SV,White,CVT,FWD,9985,21799,20217
2016,Subaru,Forester 2.5i Premium,Brown,CVT,AWD,84379,16995,20217
2019,Audi,e-tron Prestige,Gray,Automatic,AWD,2000,82790,20217
2019,Audi,Q7 55 Prestige,Gray,Automatic,AWD,2000,61994,20217
2019,Audi,Q5 2.0T Prestige,Blue,Automatic,AWD,2000,48358,20217
2018,Audi,Q5 2.0T Premium,Blue,Automatic,AWD,4047,38426,20217
2016,Audi,Q5 3.0T Premium Plus,Black,Automatic,AWD,22302,33379,20217
2016,Toyota,RAV4 XLE,Silver,Automatic,FWD,29573,20373,20217
2016,Subaru,Forester 2.5i Limited,Gray,CVT,AWD,37145,22782,20217
2017,Acura,RDX Base,Silver,Automatic,FWD,23866,25984,20217
2015,Subaru,Outback 2.5i Premium,Silver,CVT,AWD,65185,17683,20217
2017,Lexus,RX 350 350,White,Automatic,AWD,37860,37647,20217
2015,Lexus,RX 350 Base,White,Automatic,AWD,44079,28881,20217
2018,Lexus,RX 350L Premium,White,Automatic,AWD,16599,44281,20217
2012,Subaru,Forester 2.5X Premium,Gray,Manual,AWD,100408,11991,20217
2012,Honda,CR-V EX,Gray,Automatic,AWD,101343,12750,20217
2018,Nissan,Rogue SV,Silver,CVT,AWD,36986,20995,20217
2016,Mercedes-Benz,GLA 250 4MATIC,Gray,Automatic,AWD,41819,23988,20217
2016,FIAT,500X Trekking Plus,Silver,Automatic,FWD,58564,14998,20217
2018,Mazda,CX-5 Touring,Gray,Automatic,FWD,14290,25998,20217
2016,Mercedes-Benz,GLE 350 4MATIC,Black,Automatic,AWD,20055,33998,20217
2018,Nissan,Pathfinder SL,Gray,CVT,4x4/4-wheel,24980,29996,20217
2017,Nissan,Murano SV,Silver,CVT,FWD,30740,19995,20217
2017,Toyota,RAV4 LE,Blue,Automatic,AWD,22701,21991,20217
2018,Ford,Edge Titanium,Black,Automatic,AWD,34342,23000,20217
2016,Buick,Envision Premium I,Silver,Automatic,AWD,21689,23600,20217
2018,Porsche,Macan,Other,Automatic,AWD,5468,44989,20217
2019,Mazda,CX-3 Touring,Blue,Automatic,FWD,28037,21374,20217
2018,Mazda,CX-5 Touring,Silver,Automatic,FWD,41855,21995,20217
2016,Volkswagen,Tiguan SE,White,Automatic,AWD,33320,18400,20217
2017,Jeep,Grand Cherokee Altitude,Silver,Automatic,4x4/4-wheel,29978,30000,20217
2018,Chevrolet,Equinox LS,Black,Automatic,FWD,27062,19000,20217
2015,Kia,Sportage LX,Blue,Automatic,FWD,41139,14500,20217
2016,Ford,Edge Titanium,Gray,Automatic,AWD,24544,24744,20217
2016,Jeep,Cherokee Limited,Silver,Automatic,FWD,53985,15999,20217
2018,Chevrolet,Tahoe LT,Black,Automatic,RWD,44200,36999,20217
2013,Lexus,RX 350 Sport Utility,Black,Automatic,AWD,73017,20998,20217
2016,INFINITI,QX60 Base,Gray,CVT,AWD,32730,35488,20217
2016,Mazda,CX-9 Grand Touring,Silver,Automatic,AWD,29873,26788,20217
2015,Mazda,CX-5 Grand Touring,Silver,Automatic,AWD,52565,16982,20217
2018,Nissan,Murano SV,Black,CVT,AWD,40721,21995,20217
2017,Subaru,Forester 2.0XT Premium,Silver,CVT,AWD,27586,25500,20217
2017,Subaru,Crosstrek 2.0i Limited,Gray,CVT,AWD,28362,24500,20217
2013,Honda,CR-V EX-L,Blue,Automatic,AWD,80352,16583,20217
2016,Toyota,Highlander XLE,Silver,Automatic,AWD,24580,29984,20217
2014,INFINITI,QX60 Base,White,CVT,AWD,95299,17495,20217
2016,INFINITI,QX80 Base,Black,Automatic,RWD,55059,36995,20217
2007,Chevrolet,Tahoe LT,Black,Automatic,4x4/4-wheel,129409,12995,20217
2011,Honda,Pilot Touring,Silver,Automatic,4x4/4-wheel,109463,16991,20217
2018,Chevrolet,Tahoe LT,White,Automatic,4x4/4-wheel,31631,45892,20217
2017,Honda,CR-V 2WD EX w/Leather,Red,CVT,4x2/2-wheel,13750,26881,20217
2016,Audi,Q5 2.0T Premium Plus,Blue,Automatic,AWD,44915,20888,20217
2017,Acura,MDX 3.5L,Black,Automatic,FWD,13459,33981,20217
2009,Honda,Pilot EX-L,Gray,Automatic,FWD,178758,9995,20217
2018,Kia,Sorento LX,Gray,Automatic,AWD,42677,17690,20217
2018,Toyota,Highlander XLE,White,Automatic,FWD,43788,30690,20217
2017,Jeep,Wrangler Unlimited Sport,White,Automatic,4x4/4-wheel,37889,28790,20217
2015,Lexus,NX 200t,Red,Automatic,FWD,72950,20495,20217
2015,Kia,Sorento LX,Gray,Automatic,AWD,93790,10999,20217
2019,Hyundai,Tucson Sport,Red,Automatic,FWD,18,21999,20217
2005,Lexus,RX 330,Silver,Automatic,FWD,71165,11500,20217
2014,Chevrolet,Equinox 1LT,Black,Automatic,FWD,64116,13988,20217
2017,Lexus,RX 350,Blue,Automatic,AWD,28579,35988,20217
2018,Acura,MDX 3.5L,Black,Automatic,FWD,12195,37300,20217
2016,Lexus,RX 350 Base,Black,Automatic,FWD,20080,31700,20217
2016,Jeep,Grand Cherokee Overland,White,Automatic,RWD,39721,26400,20217
2018,Lexus,NX 300 F Sport,Black,Automatic,FWD,7890,34200,20217
2016,Land,Rover LR4 Base,Black,Automatic,4x4/4-wheel,30656,40800,20217
2018,Ford,Expedition XLT,Black,Automatic,RWD,11867,39200,20217
2017,Jeep,Wrangler Unlimited Rubicon,Gray,Manual,4x4/4-wheel,22643,34900,20217
2017,Ford,Explorer Base,Black,Automatic,4x4/4-wheel,69698,22000,20217
2017,Chevrolet,Equinox Premier,Black,Automatic,FWD,27660,19000,20217
2016,Nissan,Rogue SV,Black,CVT,AWD,20113,17800,20217
2012,Nissan,Juke S,Gray,CVT,AWD,53506,13400,20217
2018,Hyundai,Tucson SEL,Gray,Automatic,FWD,30204,17300,20217
2019,Nissan,Murano SL,Gray,CVT,AWD,17,34950,20217
2016,GMC,Terrain SLE-2,Blue,Automatic,FWD,22766,17791,20217
2017,Ford,Escape Titanium,Gray,Automatic,FWD,41249,19998,20217
2017,Cadillac,XT5 Platinum,Blue,Automatic,AWD,24792,38998,20217
2018,Toyota,Highlander XLE,Black,Automatic,FWD,42615,30998,20217
2016,Toyota,4Runner SR5,Gray,Automatic,4x4/4-wheel,24171,33998,20217
2018,Jeep,Compass Sport,Silver,Automatic,FWD,18869,17995,20217
2016,MINI,Countryman Cooper S,Blue,Automatic,FWD,30716,20458,20217
2017,Mazda,CX-9 Touring,White,Automatic,AWD,32801,27724,20217
2017,Acura,RDX Technology Package,White,Automatic,AWD,33631,28980,20217
2018,Ford,Escape S,Silver,Automatic,FWD,7855,17661,20217
2014,Acura,MDX 3.5L Technology Package,Green,Automatic,AWD,94351,20980,20217
2016,Lexus,RX 350,White,Automatic,AWD,35548,37880,20217
2012,Lexus,RX 350 Base,Black,Automatic,AWD,83404,18880,20217
2019,Toyota,4Runner TRD Off Road Premium,Silver,Automatic,4x4/4-wheel,17906,37400,20217
2017,Acura,MDX 3.5L,Gray,Automatic,AWD,43575,33400,20217
2017,Ford,Edge SEL,Silver,Automatic,FWD,15740,22500,20217
2016,Honda,CR-V EX,Black,CVT,FWD,38940,16988,20217
2014,Land,Rover Range Rover 5.0L Supercharged Autobiography,Black,Automatic,4x4/4-wheel,75952,54736,20217
2016,Audi,Q3 2.0T Premium Plus,Red,Automatic,AWD,27440,21785,20217
2017,Cadillac,Escalade Platinum,Black,Automatic,4x4/4-wheel,78206,49988,20217
2016,Jeep,Patriot Sport,Black,Manual,FWD,29338,12328,20217
2016,Ford,Edge Titanium,Green,Automatic,FWD,37548,23000,20217
2017,Acura,MDX 3.5L,Gray,Automatic,FWD,20633,36297,20217
2018,Cadillac,XT5 Premium Luxury,Silver,Automatic,AWD,41468,32208,20217
2019,Cadillac,Escalade ESV Luxury,Silver,Automatic,4x4/4-wheel,5170,86594,20217
2018,Nissan,Armada SL,Black,Automatic,RWD,39980,31297,20217
2017,GMC,Acadia Denali,White,Automatic,AWD,41170,32499,20217
2016,Mazda,CX-5 Grand Touring,Blue,Automatic,FWD,40505,19500,20217
2018,Mazda,CX-9 Touring,Red,Automatic,AWD,22065,29800,20217
2018,Mazda,CX-5 Grand Touring,Silver,Automatic,AWD,37376,26000,20217
2013,Audi,Q7 3.0 TDI Premium,Other,Automatic,AWD,52360,22481,20217
2017,Ford,Escape SE,Black,Automatic,4x4/4-wheel,62282,14600,20217
2016,Toyota,Highlander XLE,Silver,Automatic,FWD,34043,31500,20217
2018,Jeep,Grand Cherokee Limited,Silver,Automatic,4x4/4-wheel,45080,27272,20217
2018,Ford,Escape SE,Silver,Automatic,FWD,36392,16972,20217
2018,Jeep,Grand Cherokee Limited,Black,Automatic,4x4/4-wheel,29308,29172,20217
2018,Mazda,CX-9 Touring,Black,Automatic,AWD,30594,26272,20217
2018,Ford,Escape SE,Silver,Automatic,4x4/4-wheel,31316,18172,20217
2018,Ford,Escape SE,White,Automatic,4x4/4-wheel,39666,17672,20217
2018,Mitsubishi,Outlander Sport ES,Red,Other,Unknown,41875,13872,20217
2018,Jeep,Grand Cherokee Limited,Red,Automatic,RWD,46529,25772,20217
2018,Ford,Escape SE,Red,Automatic,FWD,33901,17172,20217
2018,Toyota,RAV4 XLE,Black,Automatic,FWD,40737,22591,20217
2015,Mazda,CX-5 Touring,Black,Automatic,FWD,41973,15845,20217
2015,Jeep,Renegade Latitude,Blue,Automatic,FWD,25776,14310,20217
2016,BMW,X5 xDrive50i,Black,Automatic,AWD,26675,37200,20217
2008,Ford,Edge Limited,Blue,Automatic,AWD,42178,11870,20217
2014,Nissan,Juke SV,Gray,CVT,FWD,82097,10390,20217
2016,Mazda,CX-5 Grand Touring,Black,Automatic,AWD,22901,21145,20217
2015,Toyota,RAV4 XLE,Red,Automatic,FWD,60701,15845,20217
2016,Ford,Edge Titanium,Gray,Automanual,FWD,36056,22888,20217
2015,Nissan,Pathfinder SL,Black,CVT,FWD,62165,17737,20217
2016,Ford,Explorer XLT,White,Automatic,FWD,56188,25998,20217
2007,Chevrolet,TrailBlazer SS,Black,Automatic,AWD,137271,14999,20217
2018,Ford,Edge SEL,Black,Automatic,FWD,31412,20700,20217
2018,Chevrolet,Equinox 1LT,White,Automatic,FWD,47777,16000,20217
2019,Chevrolet,Tahoe LT,Black,Automatic,4x4/4-wheel,16256,43900,20217
2018,Chevrolet,Equinox 1LT,Red,Automatic,FWD,47238,16100,20217
2007,Lexus,RX 350,White,Automatic,AWD,128488,9988,20217
2012,Jeep,Liberty Sport,Gray,Automatic,4x4/4-wheel,87037,10988,20217
2012,Volkswagen,Touareg Sport,Gray,Automatic,4x4/4-wheel,73154,16490,20217
2016,Mazda,CX-5 Grand Touring,Gray,Automatic,AWD,61568,18890,20217
2013,Jeep,Wrangler Sport,Black,Automatic,4x4/4-wheel,56204,22344,20217
2016,Ford,Escape Titanium,White,Automatic,4x4/4-wheel,38695,19962,20217
2018,Jeep,Cherokee Latitude,Brown,Automatic,FWD,21592,18961,20217
2018,Volkswagen,Atlas 3.6L SE,Gray,Automatic,FWD,29033,28999,20217
2017,Ford,Escape Titanium,Gray,Automatic,FWD,15384,20984,20217
2019,Dodge,Durango GT Plus,White,Automatic,RWD,27621,30874,20217
2014,Ford,Escape Titanium,Gray,Automatic,FWD,42385,14882,20217
2017,Honda,CR-V EX-L,Gray,CVT,FWD,32388,23492,20217
2018,Acura,RDX Technology Package,Gray,Automatic,FWD,3482,30892,20217
2016,Dodge,Durango Limited,White,Automatic,AWD,33555,29998,20217
2018,Ford,Escape S,Black,Automatic,FWD,12165,16998,20217
2018,Audi,Q5 2.0T Premium,White,Automatic,AWD,18326,38995,20217
2017,Hyundai,Tucson SE,White,Automatic,FWD,23814,16999,20217
2016,GMC,Terrain SLE-1,Black,Automatic,FWD,41308,16499,20217
2018,Ford,Edge Titanium,Black,Automatic,FWD,32483,24991,20217
2018,Ford,Explorer XLT,Red,Automatic,4x4/4-wheel,18856,29675,20217
2016,Acura,MDX 3.5L w/Technology Package,Black,Automatic,FWD,49974,24000,20217
2016,Honda,CR-V Touring,Gray,CVT,AWD,75298,19500,20217
2016,Honda,CR-V LX,Black,CVT,FWD,35862,16000,20217
2018,Chevrolet,Tahoe Premier,Gray,Automatic,4x4/4-wheel,37928,44500,20217
2018,Honda,CR-V LX,Black,CVT,FWD,14706,21000,20217
2015,GMC,Yukon SLT,Black,Automatic,RWD,53694,36898,20217
2018,Hyundai,Santa Fe SE,Silver,Automatic,FWD,10148,23500,20217
2011,Mazda,CX-9 Sport,Gray,Automatic,AWD,139980,7999,20217
2014,Chevrolet,Captiva Sport LT,Blue,Automatic,FWD,56260,10999,20217
2018,Ford,Expedition Limited,Silver,Automatic,RWD,49445,38600,20217
2018,Ford,Expedition Max XLT,Black,Automatic,RWD,10140,44500,20217
2016,Cadillac,Escalade ESV Luxury,Black,Automatic,RWD,43706,43500,20217
2016,Kia,Sorento EX,Red,Automatic,FWD,16049,18700,20217
2018,Mercedes-Benz,GLS 550 Base 4MATIC,White,Automatic,AWD,24002,67300,20217
2016,Toyota,Highlander XLE,White,Automatic,AWD,24641,30360,20217
2016,Porsche,Macan S,White,Automanual,AWD,39821,38130,20217
2016,Audi,Q5 2.0T Premium,Gray,Automatic,AWD,56824,20970,20217
2015,Dodge,Durango R/T,Red,Automatic,AWD,50283,31010,20217
2012,Honda,CR-V EX-L,Blue,Automatic,FWD,74679,15600,20217
2017,GMC,Yukon SLT,Gray,Automatic,RWD,26565,44270,20217
2017,Dodge,Durango GT,White,Automatic,AWD,47811,29110,20217
2018,Ford,Expedition Limited,Black,Automatic,RWD,36865,48390,20217
2018,Jeep,Grand Cherokee Trackhawk,Black,Automatic,4x4/4-wheel,1614,74880,20217
2018,Jeep,Grand Cherokee Altitude,Red,Automatic,RWD,6485,33970,20217
2019,Chevrolet,Tahoe Premier,Gray,Automatic,4x4/4-wheel,11265,59720,20217
2016,Nissan,Rogue SV,Blue,CVT,AWD,37798,16560,20217
2017,Subaru,Outback Premium,Gray,CVT,AWD,23976,26730,20217
2019,INFINITI,QX60 PURE,Gray,CVT,FWD,22738,31030,20217
2017,Land,Rover Range Rover Evoque HSE,White,Automatic,4x4/4-wheel,29743,32640,20217
2018,Mazda,CX-5 Touring,Red,Automatic,FWD,20069,23940,20217
2016,Mercedes-Benz,GLA 250,Silver,Automatic,FWD,32361,24330,20217
2018,Jeep,Grand Cherokee Upland,White,Automatic,4x4/4-wheel,14736,32450,20217
2017,Volvo,XC90 T6 R-Design,Silver,Automatic,AWD,18331,46440,20217
2018,Ford,Edge Titanium,White,Automatic,AWD,33490,27967,20217
2010,Honda,CR-V EX,Brown,Automatic,4x4/4-wheel,62282,12999,20217
2014,Audi,Q5 3.0T Prestige quattro,Gray,Automatic,AWD,69549,23999,20217
2018,Subaru,Crosstrek 2.0i Premium,Black,CVT,AWD,14123,24460,20217
2014,Jeep,Wrangler Unlimited Sport,Red,Automatic,4x4/4-wheel,58539,27640,20217
2017,Maserati,Levante,Gray,Automatic,AWD,10470,55040,20217
2017,Jeep,Grand Cherokee Altitude,Black,Automatic,RWD,14503,31140,20217
2017,BMW,X1 xDrive 28i,Black,Automatic,AWD,26144,25610,20217
2015,GMC,Yukon Denali,Silver,Automatic,RWD,53619,40410,20217
2016,Land,Rover Range Rover 3.0L Turbocharged Diesel HSE Td6,Blue,Automatic,4x4/4-wheel,40140,49690,20217
2017,Ford,Expedition XLT,Brown,Automatic,RWD,46399,27370,20217
2016,GMC,Yukon SLT,Black,Automatic,4x4/4-wheel,35752,40460,20217
2016,Toyota,4Runner Limited,Black,Automatic,RWD,45611,33540,20217
2019,INFINITI,QX60 PURE,Blue,CVT,FWD,17656,32300,20217
2017,Land,Rover Range Rover Sport SE,White,Automatic,4x4/4-wheel,37003,44620,20217
2016,GMC,Yukon SLT,White,Automatic,RWD,34389,40700,20217
2016,Chevrolet,Tahoe LT,Gray,Automatic,4x4/4-wheel,21754,42960,20217
2019,Volvo,XC60 T5 Momentum,Silver,Automatic,AWD,18562,38090,20217
2016,Ford,Escape Titanium,Black,Automatic,4x4/4-wheel,31907,20230,20217
2015,GMC,Yukon Denali,Black,Automatic,RWD,24542,46740,20217
2018,Jeep,Grand Cherokee High Altitude,Red,Automatic,4x4/4-wheel,44062,35140,20217
2017,Toyota,RAV4 XLE,Gray,Automatic,FWD,21773,21850,20217
2017,Chevrolet,Equinox Premier,Blue,Automatic,FWD,28284,19780,20217
2019,INFINITI,QX80 LUXE,Black,Automatic,RWD,14092,50450,20217
2019,INFINITI,QX80 LUXE,Silver,Automatic,RWD,19303,48270,20217
2016,GMC,Yukon Denali,Black,Automatic,4x4/4-wheel,38286,45120,20217
2017,Lincoln,MKC Select,White,Automatic,FWD,42713,21790,20217
2018,Nissan,Rogue SV,Blue,CVT,AWD,42273,18850,20217
2014,Jeep,Wrangler Unlimited Sport,Black,Automatic,4x4/4-wheel,30174,32080,20217
2018,Chevrolet,Tahoe LT,Silver,Automatic,RWD,42206,40160,20217
2016,Audi,Q5 3.0T Premium Plus,Blue,Automatic,AWD,30883,31540,20217
2017,BMW,X5 M Base,Black,Automatic,AWD,49435,59840,20217
2016,Land,Rover Range Rover Sport 3.0L Turbocharged Diesel HSE Td6,White,Automatic,4x4/4-wheel,47418,38530,20217
2017,GMC,Acadia SLT-1,Red,Automatic,FWD,23603,29330,20217
2018,Audi,Q7 3.0T Premium Plus,Black,Automatic,AWD,19945,45990,20217
2017,INFINITI,QX50,Gray,Automatic,RWD,35777,24180,20217
2019,Cadillac,Escalade ESV Luxury,Black,Automatic,RWD,27912,57360,20217
2011,Lexus,RX 350 Base,Brown,Automatic,FWD,64286,18330,20217
2016,Lexus,GX 460 Luxury,Black,Automatic,4x4/4-wheel,15378,47060,20217
2016,Nissan,Rogue SL,Black,CVT,AWD,18957,20760,20217
2015,Ford,Explorer Limited,White,Automatic,FWD,43635,22880,20217
2019,INFINITI,QX80 LUXE,Gray,Automatic,RWD,16474,49420,20217
2018,Toyota,Highlander XLE,Black,Automatic,FWD,5554,33480,20217
2018,Nissan,Rogue S,White,CVT,AWD,20399,18020,20217
2019,INFINITI,QX60 PURE,Black,CVT,FWD,12196,32300,20217
2016,Honda,Pilot EX-L,Red,Automatic,AWD,42795,29340,20217
2016,Cadillac,Escalade Luxury Collection,Black,Automatic,RWD,37448,46950,20217
2018,Chevrolet,Tahoe Premier,Silver,Automatic,4x4/4-wheel,31312,43270,20217
2016,Ford,Explorer Sport,Black,Automatic,4x4/4-wheel,25446,32300,20217
2019,Chevrolet,Suburban LT,Silver,Automatic,RWD,20277,45300,20217
2017,Audi,Q3 2.0T Premium Plus,White,Automatic,AWD,23884,28750,20217
2016,Ford,Explorer Sport,Red,Automatic,4x4/4-wheel,47565,31440,20217
2019,INFINITI,QX80 LUXE,Gray,Automatic,RWD,24686,46550,20217
2016,BMW,X5 xDrive35i,White,Automatic,AWD,25688,39710,20217
2016,Lexus,RX 350 F Sport,Black,Automatic,AWD,41870,37520,20217
2017,Jeep,Wrangler Unlimited Rubicon,Gray,Automatic,4x4/4-wheel,40259,37060,20217
2019,GMC,Terrain SLT,Silver,Automatic,AWD,13227,27370,20217
2017,Subaru,Forester Touring,Brown,CVT,AWD,24368,26830,20217
2017,Dodge,Journey GT,Black,Automatic,AWD,23178,21290,20217
2012,Honda,CR-V EX-L,Silver,Automatic,4x4/4-wheel,55693,17100,20217
2016,Cadillac,Escalade ESV Standard,Black,Automatic,RWD,29493,44960,20217
2017,Hyundai,Santa Fe Sport 2.4L,Blue,Automatic,FWD,56624,18240,20217
2018,Chevrolet,Tahoe LT,White,Automatic,4x4/4-wheel,16634,50330,20217
2018,Chevrolet,Suburban LT,Black,Automatic,4x4/4-wheel,49301,39060,20217
2015,Jeep,Cherokee Latitude,Black,Automatic,FWD,37483,16730,20217
2018,Ford,Edge Titanium,Silver,Automatic,AWD,38165,24480,20217
2017,Audi,Q7 3.0T Premium Plus,Blue,Automatic,AWD,14714,44620,20217
2016,Toyota,4Runner SR5,Gray,Automatic,RWD,22555,32650,20217
2018,Audi,Q5 2.0T Premium Plus,Black,Automanual,AWD,8061,41530,20217
2015,Lexus,NX 200t,Blue,Automatic,FWD,44925,27370,20217
2015,Dodge,Journey SXT,Gray,Automatic,FWD,59760,14850,20217
2017,BMW,X1 sDrive28i,Black,Automatic,FWD,27934,25340,20217
2015,Chevrolet,Tahoe LT,Beige,Automatic,4x4/4-wheel,45697,36220,20217
2019,Cadillac,Escalade ESV Luxury,Silver,Automatic,RWD,34929,57810,20217
2015,Nissan,Pathfinder SV,Silver,CVT,FWD,65276,17640,20217
2016,Toyota,4Runner SR5 Premium,Gray,Automatic,4x4/4-wheel,29691,33930,20217
2016,BMW,X5 xDrive35i,Blue,Automatic,AWD,23096,31580,20217
2018,Ford,Explorer Limited,Black,Automatic,4x4/4-wheel,42481,30880,20217
2018,Land,Rover Range Rover Evoque SE Premium,Black,Automatic,4x4/4-wheel,28449,29680,20217
2014,Jeep,Wrangler Unlimited Rubicon,Silver,Automatic,4x4/4-wheel,62872,31140,20217
2018,Toyota,RAV4 LE,Silver,Automatic,FWD,8267,22520,20217
2016,Land,Rover Range Rover Sport 3.0L Turbocharged Diesel HSE Td6,White,Automatic,4x4/4-wheel,40689,41180,20217
2017,Cadillac,XT5 Platinum AWD,Silver,Automatic,AWD,35428,37060,20217
2019,INFINITI,QX80 LUXE,White,Automatic,RWD,27682,49930,20217
2018,Hyundai,Santa Fe Sport 2.0T Ultimate,Blue,Automatic,FWD,5912,29400,20217
2018,Cadillac,XT5 Luxury,Red,Automatic,FWD,19241,37430,20217
2017,Subaru,Outback Limited,Gray,CVT,AWD,28714,26760,20217
2016,Land,Rover Range Rover Sport Supercharged Autobiography,Gray,Automatic,4x4/4-wheel,28705,62310,20217
2017,Jaguar,F-PACE 35t Premium,Black,Automatic,AWD,18006,38500,20217
2013,Mercedes-Benz,GLK350,Silver,Automatic,AWD,46944,19950,20217
2019,Volvo,XC60 Hybrid T8 R-Design,Silver,Automatic,AWD,6115,60000,20217
2016,Volvo,XC90 T6 Momentum,Black,Automatic,AWD,20046,37000,20217
2018,Volvo,XC90 T6 Momentum,Gray,Automatic,AWD,16109,44000,20217
2017,Mercedes-Benz,GLA 250 Base 4MATIC,White,Automatic,AWD,22705,27980,20217
2016,Mercedes-Benz,GLC 300 4MATIC,Black,Automatic,AWD,18630,30480,20217
2016,Land,Rover Discovery Sport HSE,White,Automatic,4x4/4-wheel,22001,27510,20217
2016,Mercedes-Benz,GLE 350 4MATIC,Black,Automatic,AWD,30233,29380,20217
2018,Subaru,Forester 2.5i Premium,Blue,CVT,AWD,8630,25960,20217
2019,Hyundai,Santa Fe SE 2.4,Gray,Automatic,FWD,15682,21290,20217
