year,maker,model,color,trans,drivet,mileage,price,body_code
2016,Land,Rover Range Rover Sport Supercharged Autobiography,Gray,Automatic,4x4/4-wheel,20761,64910,20217
2016,BMW,X5 eDrive xDrive40e,Gray,Automatic,AWD,44751,32478,20217
2017,BMW,X6 sDrive35i,Gray,Automatic,RWD,36919,44606,20217
2017,BMW,X5 M Base,Gray,Automatic,AWD,44177,63240,20217
2015,BMW,X5 sDrive35i,Gray,Automatic,RWD,29810,30810,20217
2016,Ford,Explorer XLT,Black,Automatic,FWD,31810,27030,20217
2016,Jeep,Grand Cherokee Limited,Black,Automatic,4x4/4-wheel,31284,29560,20217
2016,BMW,X5 sDrive35i,Silver,Automatic,RWD,43994,32300,20217
2017,Audi,Q7 3.0T Premium Plus,White,Automatic,AWD,38973,39310,20217
2014,Mercedes-Benz,ML 350,Black,Automatic,RWD,40280,24170,20217
2017,Audi,Q7 3.0T Prestige,Gray,Automatic,AWD,30447,43510,20217
2015,Honda,Pilot Touring,Black,Automatic,FWD,43779,26700,20217
2017,Toyota,Highlander Hybrid XLE,Silver,CVT,AWD,34705,35300,20217
2016,Toyota,Highlander XLE,White,Automatic,FWD,36218,30390,20217
2016,Toyota,4Runner Limited,Black,Automatic,RWD,45611,33540,20217
2018,Chevrolet,Suburban LT,Black,Automatic,4x4/4-wheel,33823,42550,20217
2014,Toyota,Highlander Limited,White,Automatic,FWD,67081,23470,20217
2018,Chevrolet,Tahoe LT,Black,Automatic,RWD,26844,40960,20217
2018,Ford,Explorer Limited,Silver,Automatic,4x4/4-wheel,46952,29980,20217
2018,Nissan,Rogue SV,Silver,CVT,AWD,33841,19260,20217
2018,Subaru,Outback 2.5i Premium,White,CVT,AWD,15603,25960,20217
2016,Honda,CR-V EX-L,White,CVT,AWD,34467,22300,20217
2016,MINI,Countryman Cooper S,Black,Automatic,FWD,20223,19550,20217
2016,Volvo,XC90 T5 Momentum,White,Automatic,AWD,26543,32690,20217
2017,INFINITI,QX60,White,CVT,FWD,27825,30810,20217
2016,Land,Rover Range Rover Sport Supercharged HSE,Black,Automatic,4x4/4-wheel,31271,43070,20217
2017,Acura,RDX FWD,Silver,Automatic,FWD,37520,25850,20217
2016,Subaru,Outback 3.6R Limited,White,CVT,AWD,44942,24710,20217
2016,Volvo,XC60 T5 Drive-E Premier,Black,Automatic,FWD,23922,24570,20217
2018,Hyundai,Santa Fe Sport 2.0T Ultimate,Blue,Automatic,FWD,5912,29400,20217
2019,Hyundai,Santa Fe SE 2.4,White,Automatic,FWD,19521,21290,20217
2017,Subaru,Outback Touring,Black,CVT,AWD,16392,29780,20217
2016,BMW,X5 xDrive35i,Silver,Automatic,AWD,42950,30870,20217
2016,Cadillac,Escalade Premium Collection,Black,Automatic,RWD,46123,45120,20217
2016,Porsche,Macan S,Black,Automanual,AWD,36670,37960,20217
2017,Land,Rover Discovery Sport HSE,Gray,Automatic,4x4/4-wheel,25853,30340,20217
2018,Hyundai,Santa Fe Sport 2.0T Ultimate,Blue,Automatic,AWD,18497,29400,20217
2019,Hyundai,Santa Fe SE 2.4,Black,Automatic,FWD,19923,21290,20217
2018,INFINITI,QX80,Brown,Automatic,AWD,32555,42280,20217
2017,Audi,Q7 2.0T Premium Plus,Blue,Automatic,AWD,35427,38130,20217
2017,Subaru,Forester Premium,Green,CVT,AWD,49854,21790,20217
2018,Jeep,Grand Cherokee Trailhawk,Silver,Automatic,4x4/4-wheel,17953,35490,20217
2017,BMW,X3 sDrive28i,Black,Automatic,RWD,21207,28750,20217
2016,Jeep,Grand Cherokee Limited,White,Automatic,4x4/4-wheel,17960,30870,20217
2019,Hyundai,Santa Fe SE 2.4,Silver,Automatic,FWD,16251,21790,20217
2017,Ford,Explorer Sport,Silver,Automatic,4x4/4-wheel,19749,35490,20217
2017,Subaru,Outback Limited,Gray,CVT,AWD,29075,25920,20217
2016,Land,Rover Range Rover Sport Supercharged Autobiography,Gray,Automatic,4x4/4-wheel,28705,62310,20217
2017,Jaguar,F-PACE 35t,Black,Automatic,AWD,17598,33130,20217
2016,GMC,Yukon SLT,White,Automatic,RWD,21330,44300,20217
2016,Mazda,CX-5 Sport,Gray,Automatic,FWD,29399,16930,20217
2016,Nissan,Rogue SV,White,CVT,FWD,15395,18080,20217
2018,Ford,Explorer Limited,Gray,Automatic,FWD,27616,28220,20217
2017,INFINITI,QX60,Silver,CVT,FWD,35346,27070,20217
2018,Nissan,Rogue S,Black,CVT,AWD,17436,21380,20217
2018,Toyota,Highlander XLE,Black,Automatic,AWD,31738,32640,20217
2016,Acura,RDX FWD,White,Automatic,FWD,22408,26420,20217
2017,GMC,Acadia SLT-1,Silver,Automatic,AWD,27903,28790,20217
2016,Porsche,Cayenne,Silver,Automatic,AWD,46251,35460,20217
2017,Audi,Q7 3.0T Premium Plus,Black,Automatic,AWD,30219,39550,20217
2015,Ford,Explorer Limited,White,Automatic,FWD,43635,22880,20217
2014,Volkswagen,Tiguan S 4Motion,Blue,Automatic,AWD,55982,13350,20217
2018,Chevrolet,Suburban LT,White,Automatic,RWD,36155,39950,20217
2017,Audi,Q3 2.0T Premium Plus,Black,Automatic,FWD,7799,27840,20217
2016,Jeep,Wrangler Unlimited Sahara,Gray,Automatic,4x4/4-wheel,31572,33560,20217
2018,GMC,Yukon XL SLT,Red,Automatic,4x4/4-wheel,39662,44960,20217
2016,Subaru,Forester 2.5i Premium,Green,CVT,AWD,45176,19900,20217
2016,Toyota,4Runner SR5,Gray,Automatic,RWD,22555,32650,20217
2019,Hyundai,Santa Fe SE 2.4,White,Automatic,FWD,20847,21290,20217
2017,BMW,X6 sDrive35i,Black,Automatic,RWD,37719,43240,20217
2016,Dodge,Durango Limited,Other,Automatic,AWD,25559,29070,20217
2016,Jeep,Grand Cherokee Overland,Black,Automatic,RWD,39349,29230,20217
2017,Toyota,Highlander XLE,Brown,Automatic,FWD,42256,31440,20217
2019,INFINITI,QX80 LUXE,Silver,Automatic,RWD,19055,48390,20217
2016,Land,Rover Range Rover Sport Supercharged Autobiography,Gray,Automatic,4x4/4-wheel,20761,64910,20217
2017,BMW,X3 xDrive28i,Blue,Automatic,AWD,31694,32266,20217
2016,BMW,X5 xDrive35i,White,Automatic,AWD,32199,37091,20217
2017,BMW,X3 xDrive35i,Black,Automatic,AWD,29940,35221,20217
2014,Dodge,Durango Citadel,Blue,Automatic,AWD,47888,24599,20217
2017,Honda,Pilot EX-L,Blue,Automatic,FWD,57992,25927,20217
2018,Subaru,Forester 2.0XT Touring,White,CVT,AWD,21340,30995,20217
2011,Nissan,Juke SV,Gray,CVT,FWD,122759,5995,20217
2018,Dodge,Durango R/T,Black,Automatic,RWD,40332,36599,20217
2018,Jeep,Grand Cherokee Limited,Silver,Automatic,RWD,41396,25599,20217
2017,Toyota,Highlander LE - V6 FWD,Gray,Automatic,FWD,22279,26588,20217
2018,Acura,MDX 3.5L w/Advance & Entertainment Pkgs,Black,Automatic,FWD,26275,45750,20217
2013,Lexus,RX 350 Base,Gray,Automatic,AWD,107740,18999,20217
2016,Toyota,4Runner Limited,Black,Automatic,4x4/4-wheel,43790,35999,20217
2018,Jeep,Compass Trailhawk,White,Automatic,4x4/4-wheel,9269,25999,20217
2017,Dodge,Durango R/T,Black,Automatic,AWD,28168,37999,20217
2016,Jeep,Cherokee Limited,Gray,Automatic,4x4/4-wheel,40879,23000,20217
2018,Jeep,Grand Cherokee Limited,Gray,Automatic,4x4/4-wheel,40749,29899,20217
2018,GMC,Acadia SLT-2,White,Automatic,AWD,36631,33000,20217
2019,Toyota,4Runner Limited,White,Automatic,4x4/4-wheel,9105,41664,20217
2016,Toyota,Highlander LE,White,Automatic,AWD,24358,28893,20217
2016,Toyota,4Runner SR5,Gray,Automatic,4x4/4-wheel,42528,34500,20217
2018,Toyota,4Runner,Blue,Automatic,4x4/4-wheel,41385,35900,20217
2014,INFINITI,QX60 Hybrid Base,White,CVT,FWD,67474,21000,20217
2015,Lexus,RX 450h,Gray,CVT,FWD,54691,31788,20217
2019,Lexus,RX 350,White,Automatic,AWD,25508,42988,20217
2016,Jeep,Cherokee Limited,White,Automatic,FWD,27813,20499,20217
2015,Chevrolet,Tahoe LT,Beige,Automatic,4x4/4-wheel,73430,32599,20217
2017,Buick,Encore Sport Touring,White,Automatic,FWD,19311,16989,20217
2015,Kia,Sportage LX,Gray,Automatic,FWD,48147,15389,20217
2017,Audi,Q3 2.0T Premium,Silver,Automatic,AWD,28610,22989,20217
2018,Honda,CR-V LX,White,Automatic,AWD,13507,24489,20217
2016,Nissan,Rogue S,Gray,Automatic,FWD,29576,15989,20217
2019,Mercedes-Benz,GLC 300 Base,White,Automatic,RWD,19742,32989,20217
2016,Buick,Enclave Premium,White,Automatic,FWD,27440,27989,20217
2016,Cadillac,Escalade ESV Platinum,Black,Automatic,4x4/4-wheel,50451,51988,20217
2016,Hyundai,Tucson SE,Silver,Automatic,FWD,44179,15992,20217
2016,Ford,Explorer XLT,Silver,Automatic,4x4/4-wheel,44755,29725,20217
2017,Ford,Explorer sport,Gray,Automatic,4x4/4-wheel,25999,37999,20217
2014,Dodge,Durango Limited,Gray,Automatic,AWD,90786,18500,20217
2016,Land,Rover LR4 Base,Gray,Automatic,4x4/4-wheel,44349,42888,20217
2019,Land,Rover Range Rover Evoque SE Premium,Blue,Automatic,4x4/4-wheel,2292,47888,20217
2014,Jeep,Grand Cherokee SRT8,Silver,Automatic,4x4/4-wheel,58562,41988,20217
2017,Mercedes-Benz,GLA 250 Base 4MATIC,White,Automatic,AWD,29932,26981,20217
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Gray,Automatic,AWD,8,44985,20217
2015,Porsche,Macan Turbo,Black,Automatic,AWD,41636,48991,20217
2016,Jeep,Grand Cherokee Limited,White,Automatic,4x4/4-wheel,56817,26981,20217
2015,Toyota,RAV4 XLE,Black,Automatic,FWD,85995,15998,20217
2016,Land,Rover Range Rover Evoque HSE Dynamic,Black,Automatic,4x4/4-wheel,45448,34998,20217
2017,Mercedes-Benz,GLA 250 Base 4MATIC,White,Automatic,AWD,21551,25900,20217
2018,Ford,Flex Limited,Silver,Automatic,AWD,31573,26460,20217
2014,Ford,Explorer Base,White,Automatic,4x4/4-wheel,79913,16995,20217
2011,BMW,X6 xDrive50i,Silver,Automatic,AWD,80434,22775,20217
2014,Mercedes-Benz,GL 550 4MATIC,Black,Automatic,AWD,75156,33990,20217
2015,Jeep,Wrangler Unlimited Rubicon,White,Automatic,4x4/4-wheel,51895,33990,20217
2012,Honda,CR-V EX-L,Blue,Automatic,FWD,110330,13977,20217
2017,Honda,Pilot EX,Silver,Automatic,FWD,15380,29977,20217
2017,Honda,CR-V LX,Black,CVT,FWD,18579,21777,20217
2016,MINI,Countryman Cooper S,Gray,Automatic,FWD,21208,20900,20217
2015,Mazda,CX-5 Touring,Black,Automatic,FWD,66170,15998,20217
2015,Cadillac,SRX Base,Black,Automatic,FWD,32694,21998,20217
2018,GMC,Yukon Denali,Gray,Automatic,RWD,32076,45998,20217
2017,Lexus,LX 570 Base,Gray,Automatic,4x4/4-wheel,30506,68888,20217
2016,Ford,Edge SEL,Other,Automatic,AWD,24708,22762,20217
2017,Audi,Q5 2.0T Premium Plus,Blue,Automatic,AWD,23505,30900,20217
2018,Toyota,C-HR XLE,Gray,CVT,FWD,28278,18861,20217
2018,Subaru,Forester 2.5i,Gray,CVT,AWD,17471,21999,20217
2013,Honda,CR-V EX-L,Gray,Automatic,FWD,55799,16999,20217
2017,Nissan,Rogue S,Silver,CVT,AWD,21286,17981,20217
2011,Acura,RDX Technology Package,Silver,Automatic,FWD,97781,10998,20217
2016,Mazda,CX-5 Grand Touring,Black,Automatic,FWD,42860,18998,20217
2010,Mazda,CX-9 Touring,Blue,Automatic,AWD,145362,5720,20217
2004,Chevrolet,Tahoe LS,Blue,Automatic,4x4/4-wheel,178527,3960,20217
2016,Honda,Pilot Touring,Red,Automatic,FWD,55484,28076,20217
2017,Ford,Escape SE,Silver,Automatic,FWD,29434,18992,20217
2018,Honda,CR-V EX,Other,CVT,FWD,16641,26992,20217
2015,Jeep,Wrangler Unlimited Sahara,Gray,Automatic,4x4/4-wheel,19009,30200,20217
2015,Jeep,Wrangler Unlimited Sahara,Black,Automatic,4x4/4-wheel,37846,29700,20217
2016,Chevrolet,Equinox LT,Red,Automatic,AWD,24668,18600,20217
2018,Chevrolet,Equinox Premier w/1LZ,Gray,Automatic,FWD,14880,24400,20217
2018,Audi,SQ5 3.0T Premium Plus,Gray,Automatic,AWD,17084,45600,20217
2017,Honda,Pilot Elite,Silver,Automatic,AWD,31612,33200,20217
2017,Hyundai,Santa Fe Sport 2.4L,Silver,Automatic,AWD,63826,15800,20217
2018,Ford,Explorer XLT,Silver,Automatic,FWD,4477,28300,20217
2018,Mazda,CX-5 Touring,Silver,Automatic,FWD,32201,19800,20217
2018,Jeep,Grand Cherokee Limited,Red,Automatic,4x4/4-wheel,36592,27000,20217
2015,Jeep,Wrangler Unlimited Sahara,Black,Manual,4x4/4-wheel,29296,29200,20217
2018,Nissan,Murano SV,Silver,CVT,AWD,47529,19800,20217
2016,Hyundai,Tucson Limited,Red,Automatic,FWD,33243,18400,20217
2016,Acura,MDX 3.5L,Red,Automatic,AWD,29269,28200,20217
2017,Ford,Escape SE,Other,Automatic,FWD,26445,15600,20217
2015,Dodge,Durango R/T,White,Automatic,RWD,49195,26400,20217
2016,Acura,MDX 3.5L,Other,Automatic,AWD,27231,27200,20217
2018,Ford,Expedition Limited,Silver,Automatic,RWD,49445,38600,20217
2017,Chevrolet,Suburban Premier,Black,Automatic,RWD,42654,41400,20217
2018,Jeep,Grand Cherokee Limited,Silver,Automatic,4x4/4-wheel,36120,27500,20217
2018,Ford,Explorer XLT,White,Automatic,FWD,6119,28200,20217
2018,Jeep,Compass Limited,Gray,Automatic,4x4/4-wheel,21755,20700,20217
2018,Nissan,Rogue SL,Black,CVT,FWD,31046,19700,20217
2017,Land,Rover Range Rover Evoque SE Premium,Gray,Automatic,4x4/4-wheel,22285,33300,20217
2018,Jeep,Cherokee Latitude Plus,Blue,Automatic,FWD,14845,18600,20217
2016,Toyota,4Runner Limited,Black,Automatic,4x4/4-wheel,78175,27100,20217
2017,Jeep,Cherokee Overland,Black,Automatic,FWD,9879,25700,20217
2016,Mercedes-Benz,GLC 300,Black,Automatic,RWD,29193,27200,20217
2015,Jeep,Wrangler Unlimited Sahara,Gray,Automatic,4x4/4-wheel,23347,30900,20217
2017,Jeep,Grand Cherokee Laredo,Red,Automatic,4x4/4-wheel,29722,24500,20217
2017,Jeep,Grand Cherokee Laredo,Silver,Automatic,4x4/4-wheel,26778,26200,20217
2016,Acura,MDX 3.5L,Black,Automatic,AWD,34602,26800,20217
2018,Toyota,4Runner SR5 Sport,Red,Automatic,RWD,38190,26700,20217
2017,GMC,Acadia Denali,Gray,Automatic,FWD,29384,29300,20217
2016,GMC,Acadia SLE-2,Silver,Automatic,AWD,30492,22900,20217
2016,GMC,Acadia Denali,Black,Automatic,AWD,50220,25900,20217
2016,GMC,Acadia Denali,Black,Automatic,AWD,40129,26400,20217
2018,Land,Rover Range Rover Evoque SE Premium,Black,Automatic,4x4/4-wheel,28449,29680,20217
2018,Nissan,Murano S,White,CVT,FWD,10974,24420,20217
2019,GMC,Yukon XL SLT,Silver,Automatic,RWD,24099,46980,20217
2016,Porsche,Cayenne E-Hybrid S,White,Automatic,AWD,29839,45510,20217
2019,Cadillac,Escalade ESV Luxury,Silver,Automatic,RWD,34929,57810,20217
2016,Cadillac,Escalade Platinum,White,Automatic,4x4/4-wheel,52504,52390,20217
2016,Toyota,RAV4 Hybrid Limited,Gray,CVT,AWD,43096,25320,20217
2015,Jeep,Grand Cherokee SRT,White,Automatic,4x4/4-wheel,38591,47170,20217
2016,Jeep,Grand Cherokee Laredo,Silver,Automatic,RWD,40733,19580,20217
2018,Jeep,Grand Cherokee Laredo,Black,Automatic,RWD,9251,28870,20217
2016,Land,Rover Range Rover Sport 3.0L Turbocharged Diesel HSE Td6,White,Automatic,4x4/4-wheel,40689,41180,20217
2019,INFINITI,QX80 LUXE,White,Automatic,RWD,27682,49930,20217
2017,Cadillac,XT5 Platinum AWD,Silver,Automatic,AWD,35428,37060,20217
2016,Nissan,Rogue SV,Blue,CVT,AWD,37798,16560,20217
2011,Volvo,XC60 3.2,White,Automatic,FWD,92541,12999,20217
2014,INFINITI,QX60 Base,Silver,CVT,AWD,88650,19999,20217
2007,Cadillac,Escalade,White,Automatic,AWD,147036,14999,20217
2018,Mazda,CX-5 Sport,Blue,Automatic,FWD,6424,22220,20217
2016,Nissan,Rogue SL,Red,CVT,FWD,26144,19970,20217
2018,Toyota,Highlander XLE,Black,Automatic,AWD,10894,36460,20217
2017,INFINITI,QX50,Gray,Automatic,RWD,35777,24180,20217
2017,Subaru,Outback Limited,Gray,CVT,AWD,28714,26760,20217
2016,Ford,Escape Titanium,Black,Automatic,4x4/4-wheel,31907,20230,20217
2019,Volvo,XC60 T5 Momentum,Silver,Automatic,AWD,18562,38090,20217
2018,Cadillac,XT5 Luxury,Red,Automatic,FWD,19241,37430,20217
2014,Jeep,Wrangler Unlimited Rubicon,Silver,Automatic,4x4/4-wheel,62872,31140,20217
2019,Dodge,Durango R/T,Red,Automatic,AWD,14949,35680,20217
2018,Audi,Q3 2.0T Premium,Black,Automatic,FWD,27850,24970,20217
2015,Land,Rover Range Rover Evoque Pure Plus,Gray,Automatic,4x4/4-wheel,41385,25950,20217
2018,Jeep,Grand Cherokee Altitude,Red,Automatic,RWD,6485,33970,20217
2017,Honda,Pilot EX-L,Black,Automatic,FWD,32630,27620,20217
2016,Cadillac,Escalade Luxury Collection,Black,Automatic,RWD,37448,46950,20217
2014,BMW,X5 xDrive50i,Brown,Automatic,AWD,63500,26940,20217
2018,Nissan,Rogue SV,Silver,CVT,AWD,33841,19260,20217
2019,Nissan,Armada Platinum,Blue,Automatic,AWD,12708,47660,20217
2013,Honda,CR-V EX-L,Silver,Automatic,FWD,43208,18330,20217
2011,Jeep,Wrangler Unlimited Rubicon,Black,Automatic,4x4/4-wheel,64631,34580,20217
2014,Jeep,Wrangler Unlimited Sport,Black,Automatic,4x4/4-wheel,30174,32080,20217
2017,Hyundai,Santa Fe Sport 2.4L,Blue,Automatic,FWD,56624,18240,20217
2018,Nissan,Rogue SV,Blue,CVT,AWD,42273,18850,20217
2018,Jeep,Grand Cherokee Upland,White,Automatic,4x4/4-wheel,14736,32940,20217
2017,INFINITI,QX80 Base,Silver,Automatic,RWD,35041,39520,20217
2017,Jeep,Wrangler Sport,Red,Automatic,4x4/4-wheel,26274,26170,20217
2018,Nissan,Rogue S,White,CVT,AWD,20399,18020,20217
2015,Subaru,Outback 2.5i Limited,Gray,CVT,AWD,41365,21560,20217
2018,Jeep,Grand Cherokee High Altitude,Red,Automatic,4x4/4-wheel,44062,35490,20217
2016,Land,Rover Range Rover Sport Supercharged Autobiography,Gray,Automatic,4x4/4-wheel,20761,64910,20217
2018,Ford,Escape SEL,Red,Automatic,4x4/4-wheel,32825,21760,20217
2019,GMC,Terrain SLT,Silver,Automatic,AWD,13227,27370,20217
2014,GMC,Terrain SLT-1,Beige,Automatic,FWD,43061,16770,20217
2018,Audi,Q7 3.0T Premium Plus,Black,Automatic,AWD,19945,45990,20217
2016,Audi,Q5 3.0T Premium Plus,Blue,Automatic,AWD,30883,31540,20217
2016,Land,Rover Range Rover 3.0L Supercharged,Black,Automatic,4x4/4-wheel,30235,49420,20217
2019,GMC,Yukon XL SLT,Black,Automatic,RWD,26866,46980,20217
2016,Land,Rover Range Rover Sport 3.0L Turbocharged Diesel HSE Td6,White,Automatic,4x4/4-wheel,47418,38530,20217
2017,Jaguar,F-PACE 35t Premium,Black,Automatic,AWD,18006,38500,20217
2016,Nissan,Rogue SL,Black,CVT,AWD,18957,20760,20217
2017,Nissan,Murano Platinum,Gray,CVT,AWD,23879,29180,20217
2017,Lincoln,MKC Select,Brown,Automatic,FWD,42333,21360,20217
2018,GMC,Yukon Denali,Silver,Automatic,RWD,40144,43070,20217
2016,Subaru,Outback 2.5i Limited,Blue,CVT,AWD,47055,22340,20217
2018,Toyota,RAV4 LE,Silver,Automatic,FWD,8267,22520,20217
2018,GMC,Acadia Denali,Red,Automatic,AWD,18811,38140,20217
2019,INFINITI,QX60 PURE,Gray,CVT,FWD,16063,30580,20217
2017,Subaru,Outback Premium,Gray,CVT,AWD,23976,26730,20217
2019,Chevrolet,Suburban LT,Silver,Automatic,RWD,20277,45300,20217
2017,Chevrolet,Traverse Premier,White,Automatic,FWD,34696,27100,20217
2016,Buick,Envision Premium I,Silver,Automatic,AWD,34685,22320,20217
2019,Dodge,Durango R/T,Red,Automatic,RWD,19155,34410,20217
2016,Ford,Explorer Sport,Red,Automatic,4x4/4-wheel,47565,31440,20217
2015,Honda,CR-V EX-L,Gray,CVT,AWD,49589,18590,20217
2017,Lincoln,MKC Select,White,Automatic,FWD,22527,26030,20217
2016,Cadillac,Escalade ESV Premium Collection,Silver,Automatic,RWD,41281,47000,20217
2017,Dodge,Journey GT,Black,Automatic,AWD,23178,21290,20217
2019,GMC,Yukon XL SLT,Red,Automatic,RWD,23802,46980,20217
2017,Maserati,Levante,Gray,Automatic,AWD,10470,55040,20217
2012,Honda,CR-V EX-L,Blue,Automatic,FWD,74679,15600,20217
2016,Chevrolet,Tahoe LS,White,Automatic,RWD,37293,33920,20217
2016,BMW,X5 xDrive50i,Black,Automatic,AWD,31746,44540,20217
2016,Honda,Pilot EX-L,Red,Automatic,AWD,42795,29340,20217
2018,Audi,Q7 3.0T Prestige,Gray,Automatic,AWD,17486,53410,20217
2017,Chevrolet,Tahoe LT,White,Automatic,4x4/4-wheel,48014,43850,20217
2018,Alfa,Romeo Stelvio Ti Sport,Gray,Automatic,AWD,7952,34910,20217
2018,Audi,Q5 2.0T Premium Plus,Black,Automanual,AWD,8061,41530,20217
2017,Subaru,Forester Limited,Blue,CVT,AWD,9799,26690,20217
2016,Buick,Envision Premium II,Black,Automatic,AWD,30549,25700,20217
2018,Chevrolet,Equinox Premier,Silver,Automatic,FWD,42368,21600,20217
2017,Jaguar,F-PACE S,Gray,Automatic,AWD,32772,45870,20217
2018,Chevrolet,Tahoe LT,Silver,Automatic,RWD,42206,40160,20217
2012,Honda,CR-V EX-L,Silver,Automatic,4x4/4-wheel,55693,17100,20217
2018,Hyundai,Santa Fe Sport 2.4L,Blue,Automatic,AWD,28817,19550,20217
2015,Nissan,Pathfinder SV,Silver,CVT,FWD,65276,17640,20217
2015,INFINITI,QX80,White,Automatic,AWD,69989,37730,20217
2017,Ford,Edge SEL,White,Automatic,AWD,31868,24480,20217
2015,Honda,CR-V EX-L,Silver,CVT,AWD,54126,18600,20217
2015,Cadillac,Escalade ESV Luxury,White,Automatic,RWD,67888,38340,20217
2016,Porsche,Macan S,White,Automanual,AWD,33202,41060,20217
2018,Mercedes-Benz,AMG GLC 63 Base 4MATIC,Black,Automatic,AWD,8382,67120,20217
2017,Nissan,Rogue SL,Red,CVT,FWD,39307,21130,20217
2018,Toyota,Highlander XLE,Black,Automatic,FWD,5554,33480,20217
2016,Mercedes-Benz,GLA 250,Silver,Automatic,FWD,32361,24330,20217
2016,Nissan,Rogue SV,Blue,CVT,AWD,37798,16560,20217
2016,Land,Rover Range Rover Sport 3.0L Turbocharged Diesel HSE Td6,White,Automatic,4x4/4-wheel,40689,41180,20217
2007,Chevrolet,Tahoe LT,Blue,Automatic,RWD,119492,13977,20217
2017,Toyota,RAV4 XLE AWD SUV,Silver,Automatic,AWD,14248,24828,20217
2016,BMW,X1 xDrive 28i,Gray,Automatic,AWD,44364,23988,20217
2017,BMW,X3 xDrive35i,Silver,Automatic,AWD,45578,28988,20217
2018,Volkswagen,Atlas 2.0T S,Blue,Automatic,FWD,7810,29888,20217
2015,Audi,Q7 3.0 TDI Premium Plus,White,Automatic,AWD,89927,25000,20217
2017,Jeep,Renegade Limited,Red,Automatic,FWD,47002,14980,20217
2016,GMC,Terrain SLT,Blue,Automatic,FWD,27796,18000,20217
2018,Jeep,Wrangler Sport,Blue,Manual,4x4/4-wheel,4825,28995,20217
2015,Mercedes-Benz,ML 350 4MATIC,White,Automatic,AWD,36571,25991,20217
2016,Toyota,RAV4 SE,Silver,Automatic,FWD,33512,22000,20217
2015,Land,Rover Range Rover Sport Supercharged HSE,Gray,Automatic,4x4/4-wheel,52707,44991,20217
2016,Honda,CR-V SE,White,CVT,FWD,30315,19955,20217
2016,Jeep,Cherokee Trailhawk,Orange,Automatic,4x4/4-wheel,34695,26988,20217
2017,Subaru,Forester Limited,Blue,CVT,AWD,9799,26690,20217
2016,Chevrolet,Suburban LT,White,Automatic,RWD,30540,40700,20217
2016,GMC,Yukon Denali,White,Automatic,RWD,36781,43650,20217
2017,Jaguar,F-PACE S,Red,Automatic,AWD,43517,42960,20217
2018,BMW,X4 xDrive28i,Red,Automatic,AWD,22360,36900,20217
2015,Chevrolet,Tahoe LTZ,Black,Automatic,4x4/4-wheel,25562,44000,20217
2016,Tesla,Model X 90D,Silver,Automatic,AWD,24787,67500,20217
2017,Jeep,Wrangler Unlimited Sport,Gray,Automatic,4x4/4-wheel,16744,28000,20217
2017,INFINITI,QX30 Premium,Gray,Automatic,AWD,32530,22400,20217
2019,Subaru,Ascent Premium 7-Passenger,White,CVT,AWD,14802,31400,20217
2013,Land,Rover Range Rover Evoque Pure Plus,Black,Automatic,4x4/4-wheel,57674,21400,20217
2018,Mitsubishi,Outlander PHEV SEL,Brown,Automatic,4x4/4-wheel,22301,24100,20217
2016,Cadillac,Escalade Luxury Collection,Black,Automatic,4x4/4-wheel,34506,48710,20217
2016,Land,Rover Range Rover 3.0L Supercharged HSE,White,Automatic,4x4/4-wheel,25985,56960,20217
2016,GMC,Yukon SLT,Black,Automatic,4x4/4-wheel,39386,39752,20217
2018,Hyundai,Tucson SEL,Silver,Automatic,FWD,35210,16950,20217
2013,Dodge,Durango Crew,Gray,Automatic,AWD,112981,14995,20217
2018,Toyota,RAV4 XLE,Black,Automatic,AWD,41356,23995,20217
2018,Toyota,RAV4 XLE,Red,Automatic,AWD,36711,24995,20217
2019,Subaru,Crosstrek 2.0i Limited,Gray,CVT,AWD,5023,29919,20217
